magnitude,depth,population_density,infrastructure,urban,time_night,distance,damage,casualty_risk,blackout
4.2,75.48015106107793,4016,1,1,0,8.976352020052886,Low,Medium,Risk
4.5,85.60041101359985,7654,7,0,0,4.715252544385748,Low,Medium,Safe
6.0,45.14977371629287,8370,4,1,1,264.06332028018585,Medium,High,Failure
8.2,33.77843603584078,6018,8,1,1,14.481567945611587,High,Medium,Risk
5.4,35.903037732187954,9093,4,1,1,219.63511185210064,Medium,High,Risk
6.3,72.69902664435872,7543,6,1,0,261.7235437772421,Low,Medium,Risk
4.2,82.59404931803543,4153,9,1,0,30.31929672017482,Low,Low,Safe
4.7,22.25332693687725,2126,5,0,1,131.45412572607228,Low,Medium,Risk
8.4,40.23939577498769,5281,4,0,0,288.7285919691087,High,Medium,Failure
8.3,90.68431869116925,3044,8,1,1,250.40745949655195,Medium,Medium,Risk
4.0,81.63588437100023,3794,9,0,0,147.42150552549867,Low,Low,Safe
8.3,98.56154826243521,5644,4,0,0,229.0087627246743,High,Medium,Failure
6.9,76.65358466979767,7581,3,1,0,250.1799097050675,Medium,Medium,Failure
7.9,42.353544097652616,7421,8,1,0,105.06006199342707,Medium,Medium,Risk
6.0,61.11059422949059,1694,5,1,0,267.7537221441183,Low,Low,Risk
6.3,67.79635415349543,3194,2,0,1,141.67152258346988,Medium,Medium,Failure
6.2,12.453302550126775,292,10,1,1,158.81440170409016,Low,Low,Safe
7.0,56.72721111486718,4135,9,0,0,299.9125837087275,Low,Low,Risk
4.6,72.3854787048979,8004,3,0,1,253.14758687949623,Medium,High,Risk
4.1,20.895523880100736,7319,2,0,1,109.16923172612103,Medium,High,Risk
5.4,79.16001315542793,7180,1,1,0,4.093333345337284,High,Medium,Failure
7.2,60.4584141488406,6878,8,0,1,188.2260480643745,Medium,Medium,Risk
4.9,95.4610696412715,8412,3,1,0,211.47011441230424,Low,High,Risk
7.0,9.030118329654712,8894,7,1,1,195.59000435287052,Medium,Medium,Risk
8.4,30.205983067769363,6381,1,1,1,290.3908429978007,High,High,Failure
4.4,62.14761853348329,3562,1,1,1,259.0283371723111,Medium,Medium,Failure
7.0,33.173191659563415,1549,9,1,1,135.2006762610139,Low,Low,Safe
6.0,72.87029558676801,2208,8,0,1,19.794388754241908,Low,Low,Safe
7.9,77.10550183958344,5212,3,0,1,143.34157208109707,High,Medium,Failure
4.8,14.739016586315072,4089,6,0,1,207.0839619686449,Low,Medium,Risk
7.1,53.816174099642936,2085,3,0,0,182.70523265987438,Medium,Low,Failure
7.8,53.34460278115031,8027,4,0,0,161.90298324555457,High,High,Failure
8.3,40.0816731704764,907,1,1,0,141.17686844655717,High,Medium,Failure
7.1,93.62786194411885,3873,5,1,0,88.83480003518851,Medium,Medium,Risk
6.2,83.61310038795601,6820,1,0,1,83.92668175566415,Medium,High,Failure
6.8,71.2348912814155,9291,1,0,1,150.56921219881477,High,High,Failure
7.9,72.86103039482477,348,10,0,1,49.020340782465055,Low,Low,Safe
6.6,48.863033662246316,7294,7,1,0,102.86494164886567,Medium,Medium,Risk
4.1,92.4944795041747,973,6,1,0,97.86980313831977,Low,Low,Risk
8.2,70.98656558906211,4282,2,1,0,176.55270767367605,High,Medium,Failure
7.1,74.25320085730256,4356,2,0,1,20.93800780854435,High,Medium,Failure
7.0,86.8606358597978,2849,7,0,0,249.07093539926345,Medium,Low,Risk
5.0,31.036800987508144,6628,1,0,1,169.15113573493625,Medium,High,Failure
7.0,81.67173586733678,4925,2,0,0,201.57717755200466,Medium,Medium,Failure
5.8,23.547857280866744,5376,8,1,1,211.22507722407042,Low,Medium,Risk
6.9,37.80748546326434,6632,6,0,0,88.15375691591841,Medium,Medium,Risk
4.5,36.882993155635056,1852,2,0,1,141.6410986480751,Low,Medium,Risk
7.0,97.95991949696835,2707,7,0,0,286.9175408050305,Medium,Low,Risk
8.5,86.37103625605305,3396,4,1,0,230.24486616104764,High,Low,Failure
4.2,71.61113685107468,9713,2,1,1,290.8975056917324,Low,High,Failure
8.4,74.07039235346207,2999,6,0,1,224.1300491987402,Medium,Medium,Risk
5.8,58.39691546824425,991,9,1,0,53.504441772846704,Low,Low,Safe
7.9,94.97361337530931,1957,9,1,1,20.296229269558193,Low,Low,Safe
7.5,52.14458152382435,4887,8,1,0,173.72076957917943,Medium,Low,Risk
6.6,41.14918243763998,8155,3,1,1,107.98617063108026,High,High,Failure
7.3,20.488357008501147,1293,3,1,0,83.3619151313129,High,Low,Failure
8.0,79.68953696480051,5746,2,0,1,242.35608793119982,High,Medium,Failure
5.8,74.77217354718118,1516,5,0,0,110.73098685750226,Low,Medium,Risk
5.5,41.51372865979281,4007,4,0,0,95.78328995055688,Medium,Low,Risk
7.0,7.393374326126789,2016,7,1,0,255.1462903575341,Medium,Low,Risk
7.6,84.70474613321102,425,4,1,1,254.0399136094516,Medium,Low,Failure
7.4,6.084708428136995,312,9,1,0,107.55362468876193,Low,Low,Safe
7.6,71.85147906475984,4412,2,1,1,249.9171115948039,High,High,Failure
6.0,97.17442542397542,6552,6,0,1,255.3827686094655,Low,High,Risk
7.7,46.57782617407933,7883,7,0,1,127.75522997387021,Medium,High,Risk
4.5,27.322473474615514,1943,4,0,0,20.875465932542298,Low,Low,Risk
6.5,71.96274595412126,8156,6,0,1,1.4738086954356904,Medium,Medium,Risk
4.0,82.62717349148059,1702,7,0,1,157.46444640380952,Low,Low,Safe
5.5,56.91088002739549,5590,4,0,1,103.87857251773636,Medium,High,Risk
5.6,96.86835114933389,3942,8,1,0,299.14243635335146,Low,Low,Risk
5.8,9.908528557506305,649,9,1,1,231.95088888855798,Low,Low,Safe
7.1,52.95558183893017,4865,1,0,1,228.62136144877334,High,High,Failure
5.7,73.25312499564225,1962,7,1,1,286.61758771791574,Low,Medium,Risk
6.0,86.950844759172,9534,9,0,1,266.4295949701029,Medium,Medium,Risk
5.1,22.029283131240053,8842,10,0,0,96.13805635746021,Low,Medium,Safe
5.7,81.00033076754974,8622,5,1,0,50.63017925955903,Medium,Medium,Risk
5.0,57.5071721932618,4263,2,0,1,224.02178725457918,Medium,Medium,Failure
4.3,42.67259978904651,3687,10,0,1,114.10389421117902,Low,Medium,Safe
6.7,17.512927715013888,9340,6,0,1,142.478622837656,High,High,Risk
7.0,87.20309709634668,5649,7,1,1,189.48892165117326,Medium,Medium,Risk
6.8,19.94095477707296,6498,2,1,0,272.45393040363695,High,Medium,Failure
6.1,34.429846624864425,8607,2,1,0,126.30723834761882,High,High,Failure
5.7,32.554325536431506,7432,10,1,0,235.21175017558903,Low,Medium,Safe
7.9,87.78433324813116,9032,10,0,0,81.23359759112257,Medium,Medium,Safe
